Province/State,Country/Region,last update,confirmed,deaths,recovered,Lat,Long
Zhejiang,China,04/09/2020,1267,1,53,29.1832,120.0934
,Colombia,04/09/2020,2223,69,301,4.5709,-74.2973
,Congo (Brazzaville),04/09/2020,60,5,136,-4.0383,21.7587
,Congo (Kinshasa),04/09/2020,180,18,11,-4.0383,21.7587
,Costa Rica,04/09/2020,539,3,1736,9.7489,-83.7534
,Cote d'Ivoire,04/09/2020,444,3,25,7.54,-5.5471
,Croatia,04/09/2020,1407,20,1,45.1,15.2
,Diamond Princess,04/09/2020,712,11,80,0,0
,Cuba,04/09/2020,515,15,339,22,-80
,Cyprus,04/09/2020,564,10,348,35.1264,33.4299
,Czechia,04/09/2020,5569,112,14,49.8175,15.473
Faroe Islands,Denmark,04/09/2020,184,0,3,61.8926,-6.9118
Greenland,Denmark,04/09/2020,11,0,0,71.7069,-42.6043
,Denmark,04/09/2020,5635,237,83,56.2639,9.5018
,Djibouti,04/09/2020,135,0,7,11.8251,42.5903
,Dominican Republic,04/09/2020,2349,118,4,18.7357,-70.1627
,Ecuador,04/09/2020,4965,272,0,-1.8312,-78.1834
,Egypt,04/09/2020,1699,118,300,26,30
,El Salvador,04/09/2020,103,6,43,13.7942,-88.8965
,Equatorial Guinea,04/09/2020,18,0,0,1.5,10
,Eritrea,04/09/2020,33,0,43,15.1794,39.7823
,Estonia,04/09/2020,1207,24,50,58.5953,25.0136
,Eswatini,04/09/2020,12,0,22,-26.5225,31.4659
,Ethiopia,04/09/2020,56,2,1,9.145,40.4897
,Fiji,04/09/2020,15,0,40,-17.7134,178.065
,Finland,04/09/2020,2605,42,1,64,26
French Guiana,France,04/09/2020,83,0,7,3.9339,-53.1258
French Polynesia,France,04/09/2020,51,0,23206,-17.6797,149.4068
Guadeloupe,France,04/09/2020,141,8,1,16.25,-61.5833
Mayotte,France,04/09/2020,184,2,2,-12.8275,45.1662
New Caledonia,France,04/09/2020,18,0,51,-20.9043,165.618
Reunion,France,04/09/2020,362,0,52407,-21.1351,55.2471
Saint Barthelemy,France,04/09/2020,6,0,3,17.9,-62.8333
St Martin,France,04/09/2020,32,2,0,18.0708,-63.0501
Martinique,France,04/09/2020,154,6,269,14.6415,-61.0242
,France,04/09/2020,117749,12210,17,46.2276,2.2137
,Gabon,04/09/2020,44,1,11,-0.8037,11.6094
,Gambia,04/09/2020,4,1,0,13.4432,-15.3101
,Georgia,04/09/2020,218,3,8,42.3154,43.3569
,Germany,04/09/2020,118181,2607,0,51,9
,Ghana,04/09/2020,378,6,2,7.9465,-1.0232
,Greece,04/09/2020,1955,87,6,39.0742,21.8243
,Guatemala,04/09/2020,95,3,96,15.7835,-90.2308
,Guinea,04/09/2020,194,0,688,9.9456,-9.6966
,Guyana,04/09/2020,37,6,620,5,-58.75
,Haiti,04/09/2020,30,2,252,18.9712,-72.2852
,Holy See,04/09/2020,8,0,32309,41.9029,12.4534
,Honduras,04/09/2020,343,23,496,15.2,-86.2419
,Hungary,04/09/2020,980,66,25,47.1625,19.5033
,Iceland,04/09/2020,1648,6,1011,64.9631,-19.0208
,India,04/09/2020,6725,226,28470,21,78
,Indonesia,04/09/2020,3293,280,12,-0.7893,113.9213
,Iran,04/09/2020,66220,4110,632,32,53
,Iraq,04/09/2020,1232,69,161,33,44
,Ireland,04/09/2020,6574,263,60,53.1424,-7.6921
,Israel,04/09/2020,9968,86,12,31,35
,Italy,04/09/2020,143626,18279,6973,43,12
,Jamaica,04/09/2020,63,4,111,18.1096,-77.2975
,Japan,04/09/2020,4667,94,35,36,138
,Jordan,04/09/2020,372,7,16,31.24,36.51
,Kazakhstan,04/09/2020,781,8,67,48.0196,66.9237
,Kenya,04/09/2020,184,7,3,-0.0236,37.9062
,"Korea, South",04/09/2020,10423,204,8,36,128
,Kuwait,04/09/2020,910,1,55,29.5,47.75
,Kyrgyzstan,04/09/2020,280,4,8,41.2044,74.7661
,Latvia,04/09/2020,589,3,500,56.8796,24.6032
,Lebanon,04/09/2020,582,19,11,33.8547,35.8623
,Liberia,04/09/2020,31,4,1608,6.4281,-9.4295
,Liechtenstein,04/09/2020,78,1,13,47.14,9.55
,Lithuania,04/09/2020,955,16,22,55.1694,23.8813
,Luxembourg,04/09/2020,3115,52,16,49.8153,6.1296
,Madagascar,04/09/2020,93,0,2,-18.7669,46.8691
,Malaysia,04/09/2020,4228,67,23,2.5,112.5
,Maldives,04/09/2020,19,0,633,3.2028,73.2207
,Malta,04/09/2020,337,2,50,35.9375,14.3754
,Mauritania,04/09/2020,7,1,5,21.0079,10.9408
,Mauritius,04/09/2020,314,7,4,-20.2,57.5
,Mexico,04/09/2020,3181,174,4,23.6345,-102.5528
,Moldova,04/09/2020,1289,29,109,47.4116,28.3699
,Monaco,04/09/2020,84,1,1,43.7333,7.4167
,Mongolia,04/09/2020,16,0,3,46.8625,103.8467
,Montenegro,04/09/2020,252,2,1,42.5,19.3
,Morocco,04/09/2020,1374,97,20,31.7917,-7.0926
,Namibia,04/09/2020,16,0,7,-22.9576,18.4904
,Nepal,04/09/2020,9,0,1,28.1667,84.25
Aruba,Netherlands,04/09/2020,82,0,250,12.5186,-70.0358
Curacao,Netherlands,04/09/2020,14,1,317,12.1696,-68.99
Sint Maarten,Netherlands,04/09/2020,43,6,0,18.0425,-63.0548
,Netherlands,04/09/2020,21762,2396,40,52.1326,5.2913
,New Zealand,04/09/2020,1239,1,51,-40.9006,174.886
,Nicaragua,04/09/2020,7,1,37,12.8654,-85.2072
,Niger,04/09/2020,410,11,32,17.6078,8.0817
,Nigeria,04/09/2020,288,7,109,9.082,8.6753
,North Macedonia,04/09/2020,663,30,572,41.6086,21.7453
,Norway,04/09/2020,6211,108,16,60.472,8.4689
,Oman,04/09/2020,457,3,0,21,57
,Pakistan,04/09/2020,4489,65,18,30.3753,69.3451
,Panama,04/09/2020,2528,63,1438,8.538,-80.7821
,Papua New Guinea,04/09/2020,2,0,124,-6.315,143.9555
,Paraguay,04/09/2020,124,5,284,-23.4425,-58.4438
,Peru,04/09/2020,5256,138,205,-9.19,-75.0152
,Philippines,04/09/2020,4076,203,206,13,122
,Poland,04/09/2020,5575,174,647,51.9194,19.1451
,Portugal,04/09/2020,13956,409,698,39.3999,-8.2245
,Qatar,04/09/2020,2376,6,7,25.3548,51.1839
,Romania,04/09/2020,5202,248,0,45.9432,24.9668
,Russia,04/09/2020,10131,76,1,60,90
,Rwanda,04/09/2020,110,0,1,-1.9403,29.8739
,Saint Lucia,04/09/2020,14,0,49,13.9094,-60.9789
,Saint Vincent and the Grenadines,04/09/2020,12,0,666,12.9843,-61.2872
,San Marino,04/09/2020,333,34,123,43.9424,12.4578
,Saudi Arabia,04/09/2020,3287,44,0,24,45
,Senegal,04/09/2020,250,2,0,14.4974,-14.4524
,Serbia,04/09/2020,2867,66,460,44.0165,21.0059
,Seychelles,04/09/2020,11,0,23,-4.6796,55.492
,Singapore,04/09/2020,1910,6,128,1.2833,103.8333
,Slovakia,04/09/2020,701,2,1,48.669,19.699
,Slovenia,04/09/2020,1124,43,95,46.1512,14.9955
,Somalia,04/09/2020,12,1,52165,5.1521,46.1996
,South Africa,04/09/2020,1934,18,49,-30.5595,22.9375
,Spain,04/09/2020,153222,15447,2,40,-4
,Sri Lanka,04/09/2020,190,7,4,7,81
,Sudan,04/09/2020,15,2,205,12.8628,30.2176
,Suriname,04/09/2020,10,1,10600,3.9193,-56.0278
,Sweden,04/09/2020,9141,793,4,63,16
,Switzerland,04/09/2020,24051,948,67,46.8182,8.2275
,Taiwan*,04/09/2020,380,5,5,23.7,121
,Tanzania,04/09/2020,25,1,940,-6.369,34.8888
,Thailand,04/09/2020,2423,32,0,15,101
,Togo,04/09/2020,73,3,24,8.6195,0.8248
,Trinidad and Tobago,04/09/2020,109,8,1,10.6918,-61.2225
,Tunisia,04/09/2020,643,25,25,34,9
,Turkey,04/09/2020,42282,908,2142,38.9637,35.2433
,Uganda,04/09/2020,53,0,0,1,32
,Ukraine,04/09/2020,1892,57,45,48.3794,31.1656
,United Arab Emirates,04/09/2020,2990,14,268,24,54
Bermuda,United Kingdom,04/09/2020,48,4,25,32.3078,-64.7505
Cayman Islands,United Kingdom,04/09/2020,45,1,6,19.3133,-81.2546
Channel Islands,United Kingdom,04/09/2020,361,8,40,49.3723,-2.3644
Gibraltar,United Kingdom,04/09/2020,123,0,60,36.1408,-5.3536
Isle of Man,United Kingdom,04/09/2020,190,1,92,54.2361,-4.5481
Montserrat,United Kingdom,04/09/2020,9,0,0,16.7425,-62.1874
,United Kingdom,04/09/2020,65077,7978,135,55.3781,-3.436
,Uruguay,04/09/2020,456,7,192,-32.5228,-55.7658
,US,04/09/2020,461437,16478,25410,37.0902,-95.7129
,Uzbekistan,04/09/2020,582,3,38,41.3775,64.5853
,Venezuela,04/09/2020,171,9,84,6.4238,-66.5897
,Vietnam,04/09/2020,255,0,128,16,108
,Zambia,04/09/2020,39,1,24,-15.4167,28.2833
,Zimbabwe,04/09/2020,11,3,0,-20,30
Diamond Princess,Canada,04/09/2020,0,1,44,0,0
,Dominica,04/09/2020,15,0,0,15.415,-61.371
,Grenada,04/09/2020,12,0,30,12.1165,-61.679
,Mozambique,04/09/2020,17,0,2,-18.665695,35.529562
,Syria,04/09/2020,19,2,0,34.802075,38.996815
,Timor-Leste,04/09/2020,1,0,0,-8.874217,125.727539
,Belize,04/09/2020,9,1,0,13.1939,-59.5432
Recovered,Canada,04/09/2020,0,0,0,0,0
,Laos,04/09/2020,16,0,0,19.85627,102.495496
,Libya,04/09/2020,24,1,0,26.3351,17.228331
,West Bank and Gaza,04/09/2020,263,1,0,31.9522,35.2332
,Guinea-Bissau,04/09/2020,36,0,0,11.8037,-15.1804
,Mali,04/09/2020,74,7,0,17.570692,-3.996166
,Saint Kitts and Nevis,04/09/2020,11,0,1,17.357822,-62.782998
Northwest Territories,Canada,04/09/2020,5,0,0,64.8255,-124.8457
Yukon,Canada,04/09/2020,7,0,0,64.2823,-135
,Kosovo,04/09/2020,184,5,0,42.602636,20.902977
,Burma,04/09/2020,23,3,0,21.9162,95.956
Anguilla,United Kingdom,04/09/2020,3,0,0,18.2206,-63.0686
British Virgin Islands,United Kingdom,04/09/2020,3,0,,18.4207,-64.64
Turks and Caicos Islands,United Kingdom,04/09/2020,8,1,,21.694,-71.7979
,MS Zaandam,04/09/2020,9,2,,0,0
,Botswana,04/09/2020,13,1,,-22.3285,24.6849
,Burundi,04/09/2020,3,0,,-3.3731,29.9189
,Sierra Leone,04/09/2020,7,0,,8.460555,-11.779889
"Bonaire, Sint Eustatius and Saba",Netherlands,04/09/2020,2,0,,12.1784,-68.2385
,Malawi,04/09/2020,8,1,,-13.254308,34.301525
Falkland Islands (Malvinas),United Kingdom,04/09/2020,5,0,,-51.7963,-59.5236
Saint Pierre and Miquelon,France,04/09/2020,1,0,,46.8852,-56.3159
,South Sudan,04/09/2020,3,0,,6.877,31.307
,Western Sahara,04/09/2020,4,0,,24.2155,-12.8858
,Sao Tome and Principe,04/09/2020,4,0,,0.18636,6.613081
,Yemen,04/09/2020,0,0,,15.552727,48.516388
