Province/State,Country/Region,last update,confirmed,deaths,recovered,Lat,Long
Newfoundland and Labrador,Canada,04/10/2020,239,3,984,53.1355,-57.6604
Nova Scotia,Canada,04/10/2020,407,2,469,44.682,-63.7443
Ontario,Canada,04/10/2020,6237,222,570,51.2538,-85.3232
Prince Edward Island,Canada,04/10/2020,25,0,311,46.5107,-63.4168
Quebec,Canada,04/10/2020,11677,241,135,52.9399,-73.5491
Saskatchewan,Canada,04/10/2020,285,3,1434,52.9399,-106.4509
,Central African Republic,04/10/2020,8,0,252,6.6111,20.9394
,Chad,04/10/2020,11,0,144,15.4542,18.7322
,Chile,04/10/2020,6501,65,162,-35.6751,-71.543
Anhui,China,04/10/2020,991,6,313,31.8257,117.2264
Beijing,China,04/10/2020,588,8,470,40.1824,116.4142
Chongqing,China,04/10/2020,579,6,1252,30.0572,107.874
Fujian,China,04/10/2020,351,1,309,26.0789,117.9874
Gansu,China,04/10/2020,139,2,64236,37.8099,101.0583
Guangdong,China,04/10/2020,1544,8,1014,23.3417,113.4244
Guangxi,China,04/10/2020,254,2,79,23.8298,108.7881
Guizhou,China,04/10/2020,146,2,634,26.8154,106.8748
Hainan,China,04/10/2020,168,6,936,19.1959,109.7453
Hebei,China,04/10/2020,327,6,95,39.549,116.1306
Heilongjiang,China,04/10/2020,638,13,132,47.862,127.7615
Henan,China,04/10/2020,1276,22,10,33.882,113.614
Hong Kong,China,04/10/2020,989,4,75,22.3,114.2
Hubei,China,04/10/2020,67803,3216,18,30.9756,112.2707
Hunan,China,04/10/2020,1019,4,246,27.6104,111.7088
Inner Mongolia,China,04/10/2020,128,1,756,44.0935,113.9448
Jiangsu,China,04/10/2020,651,0,435,32.9711,119.455
Jiangxi,China,04/10/2020,937,1,134,27.614,115.7221
Jilin,China,04/10/2020,98,1,546,43.6661,126.1923
Liaoning,China,04/10/2020,144,2,158,41.2956,122.6085
Macau,China,04/10/2020,45,0,1,22.1667,113.55
Ningxia,China,04/10/2020,75,0,73,37.2692,106.1655
Qinghai,China,04/10/2020,18,0,173,35.7452,95.9956
Shaanxi,China,04/10/2020,256,3,1235,35.1917,108.8701
Shandong,China,04/10/2020,783,7,197,36.3427,118.1498
Shanghai,China,04/10/2020,555,7,5,31.202,121.4491
Shanxi,China,04/10/2020,168,0,13,37.5777,112.2922
Sichuan,China,04/10/2020,560,3,42,30.6171,102.7103
Tianjin,China,04/10/2020,183,3,52,39.3054,117.323
Tibet,China,04/10/2020,1,0,231,31.6927,88.0924
Xinjiang,China,04/10/2020,76,3,619,41.1129,85.2401
Yunnan,China,04/10/2020,184,2,51,24.974,101.487
Zhejiang,China,04/10/2020,1267,1,58,29.1832,120.0934
,Colombia,04/10/2020,2473,80,346,4.5709,-74.2973
,Congo (Brazzaville),04/10/2020,60,5,145,-4.0383,21.7587
,Congo (Kinshasa),04/10/2020,215,20,11,-4.0383,21.7587
,Costa Rica,04/10/2020,558,3,1773,9.7489,-83.7534
,Cote d'Ivoire,04/10/2020,444,3,36,7.54,-5.5471
,Croatia,04/10/2020,1495,21,5,45.1,15.2
,Diamond Princess,04/10/2020,712,11,98,0,0
,Cuba,04/10/2020,564,15,368,22,-80
,Cyprus,04/10/2020,595,10,384,35.1264,33.4299
,Czechia,04/10/2020,5732,119,15,49.8175,15.473
Faroe Islands,Denmark,04/10/2020,184,0,3,61.8926,-6.9118
Greenland,Denmark,04/10/2020,11,0,0,71.7069,-42.6043
,Denmark,04/10/2020,5819,247,93,56.2639,9.5018
,Djibouti,04/10/2020,150,1,7,11.8251,42.5903
,Dominican Republic,04/10/2020,2620,126,4,18.7357,-70.1627
,Ecuador,04/10/2020,7161,297,0,-1.8312,-78.1834
,Egypt,04/10/2020,1794,135,300,26,30
,El Salvador,04/10/2020,117,6,43,13.7942,-88.8965
,Equatorial Guinea,04/10/2020,18,0,0,1.5,10
,Eritrea,04/10/2020,34,0,67,15.1794,39.7823
,Estonia,04/10/2020,1258,24,50,58.5953,25.0136
,Eswatini,04/10/2020,12,0,50,-26.5225,31.4659
,Ethiopia,04/10/2020,65,3,1,9.145,40.4897
,Fiji,04/10/2020,16,0,40,-17.7134,178.065
,Finland,04/10/2020,2769,48,1,64,26
French Guiana,France,04/10/2020,83,0,11,3.9339,-53.1258
French Polynesia,France,04/10/2020,51,0,24932,-17.6797,149.4068
Guadeloupe,France,04/10/2020,143,8,1,16.25,-61.5833
Mayotte,France,04/10/2020,191,2,2,-12.8275,45.1662
New Caledonia,France,04/10/2020,18,0,54,-20.9043,165.618
Reunion,France,04/10/2020,382,0,53913,-21.1351,55.2471
Saint Barthelemy,France,04/10/2020,6,0,4,17.9,-62.8333
St Martin,France,04/10/2020,32,2,0,18.0708,-63.0501
Martinique,France,04/10/2020,155,6,269,14.6415,-61.0242
,France,04/10/2020,124869,13197,17,46.2276,2.2137
,Gabon,04/10/2020,44,1,15,-0.8037,11.6094
,Gambia,04/10/2020,4,1,0,13.4432,-15.3101
,Georgia,04/10/2020,234,3,8,42.3154,43.3569
,Germany,04/10/2020,122171,2767,0,51,9
,Ghana,04/10/2020,378,6,2,7.9465,-1.0232
,Greece,04/10/2020,2011,92,7,39.0742,21.8243
,Guatemala,04/10/2020,126,3,112,15.7835,-90.2308
,Guinea,04/10/2020,212,0,751,9.9456,-9.6966
,Guyana,04/10/2020,37,6,774,5,-58.75
,Haiti,04/10/2020,31,2,282,18.9712,-72.2852
,Holy See,04/10/2020,8,0,35465,41.9029,12.4534
,Honduras,04/10/2020,382,23,550,15.2,-86.2419
,Hungary,04/10/2020,1190,77,25,47.1625,19.5033
,Iceland,04/10/2020,1675,7,1183,64.9631,-19.0208
,India,04/10/2020,7598,246,30455,21,78
,Indonesia,04/10/2020,3512,306,13,-0.7893,113.9213
,Iran,04/10/2020,68192,4232,685,32,53
,Iraq,04/10/2020,1279,70,170,33,44
,Ireland,04/10/2020,8089,287,64,53.1424,-7.6921
,Israel,04/10/2020,10408,95,22,31,35
,Italy,04/10/2020,147577,18849,7117,43,12
,Jamaica,04/10/2020,63,4,123,18.1096,-77.2975
,Japan,04/10/2020,5530,99,35,36,138
,Jordan,04/10/2020,372,7,16,31.24,36.51
,Kazakhstan,04/10/2020,812,10,76,48.0196,66.9237
,Kenya,04/10/2020,189,7,3,-0.0236,37.9062
,"Korea, South",04/10/2020,10450,208,8,36,128
,Kuwait,04/10/2020,993,1,55,29.5,47.75
,Kyrgyzstan,04/10/2020,298,5,54,41.2044,74.7661
,Latvia,04/10/2020,612,3,500,56.8796,24.6032
,Lebanon,04/10/2020,609,20,11,33.8547,35.8623
,Liberia,04/10/2020,37,5,1830,6.4281,-9.4295
,Liechtenstein,04/10/2020,79,1,13,47.14,9.55
,Lithuania,04/10/2020,999,22,22,55.1694,23.8813
,Luxembourg,04/10/2020,3223,54,16,49.8153,6.1296
,Madagascar,04/10/2020,93,0,2,-18.7669,46.8691
,Malaysia,04/10/2020,4346,70,23,2.5,112.5
,Maldives,04/10/2020,19,0,633,3.2028,73.2207
,Malta,04/10/2020,350,2,56,35.9375,14.3754
,Mauritania,04/10/2020,7,1,5,21.0079,10.9408
,Mauritius,04/10/2020,318,9,4,-20.2,57.5
,Mexico,04/10/2020,3441,194,4,23.6345,-102.5528
,Moldova,04/10/2020,1438,29,122,47.4116,28.3699
,Monaco,04/10/2020,90,1,2,43.7333,7.4167
,Mongolia,04/10/2020,16,0,3,46.8625,103.8467
,Montenegro,04/10/2020,255,2,1,42.5,19.3
,Morocco,04/10/2020,1448,107,27,31.7917,-7.0926
,Namibia,04/10/2020,16,0,7,-22.9576,18.4904
,Nepal,04/10/2020,9,0,3,28.1667,84.25
Aruba,Netherlands,04/10/2020,86,0,250,12.5186,-70.0358
Curacao,Netherlands,04/10/2020,14,1,373,12.1696,-68.99
Sint Maarten,Netherlands,04/10/2020,50,8,0,18.0425,-63.0548
,Netherlands,04/10/2020,23097,2511,41,52.1326,5.2913
,New Zealand,04/10/2020,1283,2,58,-40.9006,174.886
,Nicaragua,04/10/2020,7,1,41,12.8654,-85.2072
,Niger,04/10/2020,438,11,32,17.6078,8.0817
,Nigeria,04/10/2020,305,7,109,9.082,8.6753
,North Macedonia,04/10/2020,711,32,727,41.6086,21.7453
,Norway,04/10/2020,6314,113,16,60.472,8.4689
,Oman,04/10/2020,484,3,0,21,57
,Pakistan,04/10/2020,4695,66,18,30.3753,69.3451
,Panama,04/10/2020,2752,66,1569,8.538,-80.7821
,Papua New Guinea,04/10/2020,2,0,140,-6.315,143.9555
,Paraguay,04/10/2020,129,6,318,-23.4425,-58.4438
,Peru,04/10/2020,5897,169,233,-9.19,-75.0152
,Philippines,04/10/2020,4195,221,227,13,122
,Poland,04/10/2020,5955,181,729,51.9194,19.1451
,Portugal,04/10/2020,15472,435,795,39.3999,-8.2245
,Qatar,04/10/2020,2512,6,7,25.3548,51.1839
,Romania,04/10/2020,5467,270,0,45.9432,24.9668
,Russia,04/10/2020,11917,94,1,60,90
,Rwanda,04/10/2020,118,0,1,-1.9403,29.8739
,Saint Lucia,04/10/2020,15,0,50,13.9094,-60.9789
,Saint Vincent and the Grenadines,04/10/2020,12,0,685,12.9843,-61.2872
,San Marino,04/10/2020,344,34,137,43.9424,12.4578
,Saudi Arabia,04/10/2020,3651,47,0,24,45
,Senegal,04/10/2020,265,2,0,14.4974,-14.4524
,Serbia,04/10/2020,3105,71,492,44.0165,21.0059
,Seychelles,04/10/2020,11,0,23,-4.6796,55.492
,Singapore,04/10/2020,2108,7,137,1.2833,103.8333
,Slovakia,04/10/2020,715,2,1,48.669,19.699
,Slovenia,04/10/2020,1160,45,410,46.1512,14.9955
,Somalia,04/10/2020,21,1,55668,5.1521,46.1996
,South Africa,04/10/2020,2003,24,54,-30.5595,22.9375
,Spain,04/10/2020,158273,16081,2,40,-4
,Sri Lanka,04/10/2020,190,7,4,7,81
,Sudan,04/10/2020,17,2,381,12.8628,30.2176
,Suriname,04/10/2020,10,1,11100,3.9193,-56.0278
,Sweden,04/10/2020,9685,870,4,63,16
,Switzerland,04/10/2020,24551,1002,91,46.8182,8.2275
,Taiwan*,04/10/2020,382,6,5,23.7,121
,Tanzania,04/10/2020,32,3,1013,-6.369,34.8888
,Thailand,04/10/2020,2473,33,1,15,101
,Togo,04/10/2020,76,3,25,8.6195,0.8248
,Trinidad and Tobago,04/10/2020,109,8,1,10.6918,-61.2225
,Tunisia,04/10/2020,671,25,25,34,9
,Turkey,04/10/2020,47029,1006,2423,38.9637,35.2433
,Uganda,04/10/2020,53,0,0,1,32
,Ukraine,04/10/2020,2203,69,61,48.3794,31.1656
,United Arab Emirates,04/10/2020,3360,16,418,24,54
Bermuda,United Kingdom,04/10/2020,48,4,25,32.3078,-64.7505
Cayman Islands,United Kingdom,04/10/2020,45,1,6,19.3133,-81.2546
Channel Islands,United Kingdom,04/10/2020,398,9,40,49.3723,-2.3644
Gibraltar,United Kingdom,04/10/2020,127,0,69,36.1408,-5.3536
Isle of Man,United Kingdom,04/10/2020,201,1,103,54.2361,-4.5481
Montserrat,United Kingdom,04/10/2020,9,0,0,16.7425,-62.1874
,United Kingdom,04/10/2020,73758,8958,344,55.3781,-3.436
,Uruguay,04/10/2020,473,7,206,-32.5228,-55.7658
,US,04/10/2020,496535,18586,28790,37.0902,-95.7129
,Uzbekistan,04/10/2020,624,3,42,41.3775,64.5853
,Venezuela,04/10/2020,171,9,84,6.4238,-66.5897
,Vietnam,04/10/2020,257,0,144,16,108
,Zambia,04/10/2020,40,2,25,-15.4167,28.2833
,Zimbabwe,04/10/2020,13,3,0,-20,30
Diamond Princess,Canada,04/10/2020,0,1,45,0,0
,Dominica,04/10/2020,16,0,0,15.415,-61.371
,Grenada,04/10/2020,14,0,52,12.1165,-61.679
,Mozambique,04/10/2020,20,0,2,-18.665695,35.529562
,Syria,04/10/2020,19,2,0,34.802075,38.996815
,Timor-Leste,04/10/2020,2,0,0,-8.874217,125.727539
,Belize,04/10/2020,10,2,0,13.1939,-59.5432
Recovered,Canada,04/10/2020,0,0,0,0,0
,Laos,04/10/2020,16,0,0,19.85627,102.495496
,Libya,04/10/2020,24,1,0,26.3351,17.228331
,West Bank and Gaza,04/10/2020,267,2,0,31.9522,35.2332
,Guinea-Bissau,04/10/2020,36,0,0,11.8037,-15.1804
,Mali,04/10/2020,87,7,0,17.570692,-3.996166
,Saint Kitts and Nevis,04/10/2020,12,0,1,17.357822,-62.782998
Northwest Territories,Canada,04/10/2020,5,0,0,64.8255,-124.8457
Yukon,Canada,04/10/2020,8,0,0,64.2823,-135
,Kosovo,04/10/2020,250,7,0,42.602636,20.902977
,Burma,04/10/2020,27,3,0,21.9162,95.956
Anguilla,United Kingdom,04/10/2020,3,0,0,18.2206,-63.0686
British Virgin Islands,United Kingdom,04/10/2020,3,0,,18.4207,-64.64
Turks and Caicos Islands,United Kingdom,04/10/2020,8,1,,21.694,-71.7979
,MS Zaandam,04/10/2020,9,2,,0,0
,Botswana,04/10/2020,13,1,,-22.3285,24.6849
,Burundi,04/10/2020,3,0,,-3.3731,29.9189
,Sierra Leone,04/10/2020,8,0,,8.460555,-11.779889
"Bonaire, Sint Eustatius and Saba",Netherlands,04/10/2020,2,0,,12.1784,-68.2385
,Malawi,04/10/2020,9,1,,-13.254308,34.301525
Falkland Islands (Malvinas),United Kingdom,04/10/2020,5,0,,-51.7963,-59.5236
Saint Pierre and Miquelon,France,04/10/2020,1,0,,46.8852,-56.3159
,South Sudan,04/10/2020,4,0,,6.877,31.307
,Western Sahara,04/10/2020,4,0,,24.2155,-12.8858
,Sao Tome and Principe,04/10/2020,4,0,,0.18636,6.613081
,Yemen,04/10/2020,1,0,,15.552727,48.516388
