Province/State,Country/Region,last update,confirmed,deaths,recovered,Lat,Long
,Switzerland,04/07/2020,22253,821,57,46.8182,8.2275
,Taiwan*,04/07/2020,376,5,5,23.7,121
,Tanzania,04/07/2020,24,1,888,-6.369,34.8888
,Thailand,04/07/2020,2258,27,0,15,101
,Togo,04/07/2020,65,3,23,8.6195,0.8248
,Trinidad and Tobago,04/07/2020,107,8,1,10.6918,-61.2225
,Tunisia,04/07/2020,623,23,25,34,9
,Turkey,04/07/2020,34109,725,1582,38.9637,35.2433
,Uganda,04/07/2020,52,0,0,1,32
,Ukraine,04/07/2020,1462,45,28,48.3794,31.1656
,United Arab Emirates,04/07/2020,2359,12,186,24,54
Bermuda,United Kingdom,04/07/2020,39,2,17,32.3078,-64.7505
Cayman Islands,United Kingdom,04/07/2020,45,1,6,19.3133,-81.2546
Channel Islands,United Kingdom,04/07/2020,335,7,34,49.3723,-2.3644
Gibraltar,United Kingdom,04/07/2020,113,0,60,36.1408,-5.3536
Isle of Man,United Kingdom,04/07/2020,150,1,73,54.2361,-4.5481
Montserrat,United Kingdom,04/07/2020,9,0,0,16.7425,-62.1874
,United Kingdom,04/07/2020,55242,6159,135,55.3781,-3.436
,Uruguay,04/07/2020,424,7,150,-32.5228,-55.7658
,US,04/07/2020,396223,12722,21763,37.0902,-95.7129
,Uzbekistan,04/07/2020,520,2,30,41.3775,64.5853
,Venezuela,04/07/2020,165,7,65,6.4238,-66.5897
,Vietnam,04/07/2020,249,0,123,16,108
,Zambia,04/07/2020,39,1,7,-15.4167,28.2833
,Zimbabwe,04/07/2020,11,2,0,-20,30
Diamond Princess,Canada,04/07/2020,0,1,42,0,0
,Dominica,04/07/2020,15,0,0,15.415,-61.371
,Grenada,04/07/2020,12,0,24,12.1165,-61.679
,Mozambique,04/07/2020,10,0,0,-18.665695,35.529562
,Syria,04/07/2020,19,2,0,34.802075,38.996815
,Timor-Leste,04/07/2020,1,0,0,-8.874217,125.727539
,Belize,04/07/2020,7,1,0,13.1939,-59.5432
Recovered,Canada,04/07/2020,0,0,0,0,0
,Laos,04/07/2020,14,0,0,19.85627,102.495496
,Libya,04/07/2020,20,1,0,26.3351,17.228331
,West Bank and Gaza,04/07/2020,261,1,0,31.9522,35.2332
,Guinea-Bissau,04/07/2020,33,0,0,11.8037,-15.1804
,Mali,04/07/2020,56,5,0,17.570692,-3.996166
,Saint Kitts and Nevis,04/07/2020,11,0,0,17.357822,-62.782998
Northwest Territories,Canada,04/07/2020,5,0,0,64.8255,-124.8457
Yukon,Canada,04/07/2020,7,0,0,64.2823,-135
,Kosovo,04/07/2020,170,4,0,42.602636,20.902977
,Burma,04/07/2020,22,1,0,21.9162,95.956
Anguilla,United Kingdom,04/07/2020,3,0,,18.2206,-63.0686
British Virgin Islands,United Kingdom,04/07/2020,3,0,,18.4207,-64.64
Turks and Caicos Islands,United Kingdom,04/07/2020,8,1,,21.694,-71.7979
,MS Zaandam,04/07/2020,9,2,,0,0
,Botswana,04/07/2020,6,1,,-22.3285,24.6849
,Burundi,04/07/2020,3,0,,-3.3731,29.9189
,Sierra Leone,04/07/2020,6,0,,8.460555,-11.779889
"Bonaire, Sint Eustatius and Saba",Netherlands,04/07/2020,2,0,,12.1784,-68.2385
,Malawi,04/07/2020,8,1,,-13.254308,34.301525
Falkland Islands (Malvinas),United Kingdom,04/07/2020,2,0,,-51.7963,-59.5236
Saint Pierre and Miquelon,France,04/07/2020,1,0,,46.8852,-56.3159
,South Sudan,04/07/2020,2,0,,6.877,31.307
,Western Sahara,04/07/2020,4,0,,24.2155,-12.8858
,Sao Tome and Principe,04/07/2020,4,0,,0.18636,6.613081
