Province/State,Country/Region,last update,confirmed,deaths,recovered,Lat,Long
,Tanzania,04/06/2020,24,1,793,-6.369,34.8888
,Thailand,04/06/2020,2220,26,0,15,101
,Togo,04/06/2020,58,3,23,8.6195,0.8248
,Trinidad and Tobago,04/06/2020,105,8,1,10.6918,-61.2225
,Tunisia,04/06/2020,596,22,5,34,9
,Turkey,04/06/2020,30217,649,1326,38.9637,35.2433
,Uganda,04/06/2020,52,0,0,1,32
,Ukraine,04/06/2020,1319,38,28,48.3794,31.1656
,United Arab Emirates,04/06/2020,2076,11,167,24,54
Bermuda,United Kingdom,04/06/2020,39,2,17,32.3078,-64.7505
Cayman Islands,United Kingdom,04/06/2020,39,1,1,19.3133,-81.2546
Channel Islands,United Kingdom,04/06/2020,323,7,27,49.3723,-2.3644
Gibraltar,United Kingdom,04/06/2020,109,0,52,36.1408,-5.3536
Isle of Man,United Kingdom,04/06/2020,139,1,55,54.2361,-4.5481
Montserrat,United Kingdom,04/06/2020,6,0,0,16.7425,-62.1874
,United Kingdom,04/06/2020,51608,5373,135,55.3781,-3.436
,Uruguay,04/06/2020,406,6,104,-32.5228,-55.7658
,US,04/06/2020,366614,10783,19581,37.0902,-95.7129
,Uzbekistan,04/06/2020,457,2,30,41.3775,64.5853
,Venezuela,04/06/2020,165,7,65,6.4238,-66.5897
,Vietnam,04/06/2020,245,0,95,16,108
,Zambia,04/06/2020,39,1,5,-15.4167,28.2833
,Zimbabwe,04/06/2020,10,1,0,-20,30
Diamond Princess,Canada,04/06/2020,0,1,24,0,0
,Dominica,04/06/2020,15,0,0,15.415,-61.371
,Grenada,04/06/2020,12,0,23,12.1165,-61.679
,Mozambique,04/06/2020,10,0,0,-18.665695,35.529562
,Syria,04/06/2020,19,2,0,34.802075,38.996815
,Timor-Leste,04/06/2020,1,0,0,-8.874217,125.727539
,Belize,04/06/2020,7,1,0,13.1939,-59.5432
Recovered,Canada,04/06/2020,0,0,0,0,0
,Laos,04/06/2020,12,0,0,19.85627,102.495496
,Libya,04/06/2020,19,1,0,26.3351,17.228331
,West Bank and Gaza,04/06/2020,254,1,0,31.9522,35.2332
,Guinea-Bissau,04/06/2020,18,0,0,11.8037,-15.1804
,Mali,04/06/2020,47,5,0,17.570692,-3.996166
,Saint Kitts and Nevis,04/06/2020,10,0,0,17.357822,-62.782998
Northwest Territories,Canada,04/06/2020,5,0,0,64.8255,-124.8457
Yukon,Canada,04/06/2020,6,0,0,64.2823,-135
,Kosovo,04/06/2020,145,1,0,42.602636,20.902977
,Burma,04/06/2020,22,1,0,21.9162,95.956
Anguilla,United Kingdom,04/06/2020,3,0,,18.2206,-63.0686
British Virgin Islands,United Kingdom,04/06/2020,3,0,,18.4207,-64.64
Turks and Caicos Islands,United Kingdom,04/06/2020,8,1,,21.694,-71.7979
,MS Zaandam,04/06/2020,9,2,,0,0
,Botswana,04/06/2020,6,1,,-22.3285,24.6849
,Burundi,04/06/2020,3,0,,-3.3731,29.9189
,Sierra Leone,04/06/2020,6,0,,8.460555,-11.779889
"Bonaire, Sint Eustatius and Saba",Netherlands,04/06/2020,2,0,,12.1784,-68.2385
,Malawi,04/06/2020,5,0,,-13.254308,34.301525
Falkland Islands (Islas Malvinas),United Kingdom,04/06/2020,2,0,,-51.7963,-59.5236
Saint Pierre and Miquelon,France,04/06/2020,1,0,,46.8852,-56.3159
,South Sudan,04/06/2020,1,0,,6.877,31.307
,Western Sahara,04/06/2020,4,0,,24.2155,-12.8858
,Sao Tome and Principe,04/06/2020,4,0,,0.18636,6.613081
