Province/State,Country/Region,last update,confirmed,deaths,recovered,Lat,Long
,Honduras,03/25/2020,36,0,75,15.2,-86.2419
,Hungary,03/25/2020,226,10,5,47.1625,19.5033
,Iceland,03/25/2020,737,2,53,64.9631,-19.0208
,India,03/25/2020,657,12,8326,21,78
,Indonesia,03/25/2020,790,58,2,-0.7893,113.9213
,Iran,03/25/2020,27017,2077,285,32,53
,Iraq,03/25/2020,346,29,1,33,44
,Ireland,03/25/2020,1564,9,0,53.1424,-7.6921
,Israel,03/25/2020,2369,5,0,31,35
,Italy,03/25/2020,74386,7503,3507,43,12
,Jamaica,03/25/2020,26,1,0,18.1096,-77.2975
,Japan,03/25/2020,1307,45,39,36,138
,Jordan,03/25/2020,172,0,0,31.24,36.51
,Kazakhstan,03/25/2020,81,0,1,48.0196,66.9237
,Kenya,03/25/2020,28,0,8,-0.0236,37.9062
,"Korea, South",03/25/2020,9137,126,0,36,128
,Kuwait,03/25/2020,195,0,0,29.5,47.75
,Kyrgyzstan,03/25/2020,44,0,0,41.2044,74.7661
,Latvia,03/25/2020,221,0,1,56.8796,24.6032
,Lebanon,03/25/2020,333,6,6,33.8547,35.8623
,Liberia,03/25/2020,3,0,0,6.4281,-9.4295
,Liechtenstein,03/25/2020,51,0,183,47.14,9.55
,Lithuania,03/25/2020,274,4,5,55.1694,23.8813
,Luxembourg,03/25/2020,1333,8,2,49.8153,6.1296
,Madagascar,03/25/2020,19,0,0,-18.7669,46.8691
,Malaysia,03/25/2020,1796,20,0,2.5,112.5
,Maldives,03/25/2020,13,0,0,3.2028,73.2207
,Malta,03/25/2020,129,0,4,35.9375,14.3754
,Mauritania,03/25/2020,2,0,2,21.0079,10.9408
,Mauritius,03/25/2020,48,2,1,-20.2,57.5
,Mexico,03/25/2020,405,5,0,23.6345,-102.5528
,Moldova,03/25/2020,149,1,0,47.4116,28.3699
,Monaco,03/25/2020,31,0,6,43.7333,7.4167
,Mongolia,03/25/2020,10,0,0,46.8625,103.8467
,Montenegro,03/25/2020,52,1,2,42.5,19.3
,Morocco,03/25/2020,225,6,1,31.7917,-7.0926
,Namibia,03/25/2020,7,0,1,-22.9576,18.4904
,Nepal,03/25/2020,3,0,0,28.1667,84.25
Aruba,Netherlands,03/25/2020,17,0,2,12.5186,-70.0358
Curacao,Netherlands,03/25/2020,6,1,0,12.1696,-68.99
Sint Maarten,Netherlands,03/25/2020,3,0,12,18.0425,-63.0548
,Netherlands,03/25/2020,6412,356,0,52.1326,5.2913
,New Zealand,03/25/2020,205,0,0,-40.9006,174.886
,Nicaragua,03/25/2020,2,0,2,12.8654,-85.2072
,Niger,03/25/2020,7,1,1,17.6078,8.0817
,Nigeria,03/25/2020,51,1,6,9.082,8.6753
,North Macedonia,03/25/2020,177,3,17,41.6086,21.7453
,Norway,03/25/2020,3084,14,18,60.472,8.4689
,Oman,03/25/2020,99,0,1,21,57
,Pakistan,03/25/2020,1063,8,0,30.3753,69.3451
,Panama,03/25/2020,443,8,0,8.538,-80.7821
,Papua New Guinea,03/25/2020,1,0,1,-6.315,143.9555
,Paraguay,03/25/2020,37,3,20,-23.4425,-58.4438
,Peru,03/25/2020,480,9,1,-9.19,-75.0152
,Philippines,03/25/2020,636,38,22,13,122
,Poland,03/25/2020,1051,14,41,51.9194,19.1451
,Portugal,03/25/2020,2995,43,79,39.3999,-8.2245
,Qatar,03/25/2020,537,0,22,25.3548,51.1839
,Romania,03/25/2020,906,17,0,45.9432,24.9668
,Russia,03/25/2020,658,3,0,60,90
,Rwanda,03/25/2020,41,0,0,-1.9403,29.8739
,Saint Lucia,03/25/2020,3,0,4,13.9094,-60.9789
,Saint Vincent and the Grenadines,03/25/2020,1,0,28,12.9843,-61.2872
,San Marino,03/25/2020,208,21,8,43.9424,12.4578
,Saudi Arabia,03/25/2020,900,2,15,24,45
,Senegal,03/25/2020,99,0,0,14.4974,-14.4524
,Serbia,03/25/2020,384,4,156,44.0165,21.0059
,Seychelles,03/25/2020,7,0,7,-4.6796,55.492
,Singapore,03/25/2020,631,2,0,1.2833,103.8333
,Slovakia,03/25/2020,216,0,0,48.669,19.699
,Slovenia,03/25/2020,528,5,4,46.1512,14.9955
,Somalia,03/25/2020,1,0,3794,5.1521,46.1996
,South Africa,03/25/2020,709,0,2,-30.5595,22.9375
,Spain,03/25/2020,49515,3647,0,40,-4
,Sri Lanka,03/25/2020,102,0,0,7,81
,Sudan,03/25/2020,3,1,16,12.8628,30.2176
,Suriname,03/25/2020,8,0,131,3.9193,-56.0278
,Sweden,03/25/2020,2526,62,0,63,16
,Switzerland,03/25/2020,10897,153,29,46.8182,8.2275
,Taiwan*,03/25/2020,235,2,0,23.7,121
,Tanzania,03/25/2020,12,0,52,-6.369,34.8888
,Thailand,03/25/2020,934,4,0,15,101
,Togo,03/25/2020,23,0,1,8.6195,0.8248
,Trinidad and Tobago,03/25/2020,60,1,0,10.6918,-61.2225
,Tunisia,03/25/2020,173,5,1,34,9
,Turkey,03/25/2020,2433,59,0,38.9637,35.2433
,Uganda,03/25/2020,14,0,0,1,32
,Ukraine,03/25/2020,145,5,1,48.3794,31.1656
,United Arab Emirates,03/25/2020,333,2,45,24,54
Bermuda,United Kingdom,03/25/2020,7,0,0,32.3078,-64.7505
Cayman Islands,United Kingdom,03/25/2020,8,1,0,19.3133,-81.2546
Channel Islands,United Kingdom,03/25/2020,46,0,0,49.3723,-2.3644
Gibraltar,United Kingdom,03/25/2020,26,0,5,36.1408,-5.3536
Isle of Man,United Kingdom,03/25/2020,23,0,0,54.2361,-4.5481
Montserrat,United Kingdom,03/25/2020,1,0,0,16.7425,-62.1874
,United Kingdom,03/25/2020,9529,465,0,55.3781,-3.436
,Uruguay,03/25/2020,189,0,0,-32.5228,-55.7658
,US,03/25/2020,65778,942,135,37.0902,-95.7129
,Uzbekistan,03/25/2020,60,0,0,41.3775,64.5853
,Venezuela,03/25/2020,91,0,348,6.4238,-66.5897
,Vietnam,03/25/2020,141,0,0,16,108
,Zambia,03/25/2020,12,0,15,-15.4167,28.2833
,Zimbabwe,03/25/2020,3,1,17,-20,30
Diamond Princess,Canada,03/25/2020,0,1,0,0,0
,Dominica,03/25/2020,7,0,0,15.415,-61.371
,Grenada,03/25/2020,1,0,,12.1165,-61.679
,Mozambique,03/25/2020,5,0,,-18.665695,35.529562
,Syria,03/25/2020,5,0,,34.802075,38.996815
,Timor-Leste,03/25/2020,1,0,,-8.874217,125.727539
,Belize,03/25/2020,2,0,,13.1939,-59.5432
Recovered,Canada,03/25/2020,0,0,,0,0
,Laos,03/25/2020,3,0,,19.85627,102.495496
,Libya,03/25/2020,1,0,,26.3351,17.228331
,West Bank and Gaza,03/25/2020,-1,-1,,31.9522,35.2332
,Guinea-Bissau,03/25/2020,2,0,,11.8037,-15.1804
,Mali,03/25/2020,2,0,,17.570692,-3.996166
,Saint Kitts and Nevis,03/25/2020,2,0,,17.357822,-62.782998
