Province/State,Country/Region,last update,confirmed,deaths,recovered,Lat,Long
,Equatorial Guinea,04/04/2020,16,0,0,1.5,10
,Eritrea,04/04/2020,29,0,24,15.1794,39.7823
,Estonia,04/04/2020,1039,13,27,58.5953,25.0136
,Eswatini,04/04/2020,9,0,14,-26.5225,31.4659
,Ethiopia,04/04/2020,38,0,1,9.145,40.4897
,Fiji,04/04/2020,12,0,40,-17.7134,178.065
,Finland,04/04/2020,1882,25,1,64,26
French Guiana,France,04/04/2020,61,0,5,3.9339,-53.1258
French Polynesia,France,04/04/2020,40,0,15438,-17.6797,149.4068
Guadeloupe,France,04/04/2020,134,7,1,16.25,-61.5833
Mayotte,France,04/04/2020,134,2,2,-12.8275,45.1662
New Caledonia,France,04/04/2020,17,0,36,-20.9043,165.618
Reunion,France,04/04/2020,334,0,26400,-21.1351,55.2471
Saint Barthelemy,France,04/04/2020,6,0,31,17.9,-62.8333
St Martin,France,04/04/2020,24,2,0,18.0708,-63.0501
Martinique,France,04/04/2020,145,3,78,14.6415,-61.0242
,France,04/04/2020,89953,7560,15,46.2276,2.2137
,Gabon,04/04/2020,21,1,5,-0.8037,11.6094
,Gambia,04/04/2020,4,1,0,13.4432,-15.3101
,Georgia,04/04/2020,162,1,0,42.3154,43.3569
,Germany,04/04/2020,96092,1444,1,51,9
,Ghana,04/04/2020,205,5,0,7.9465,-1.0232
,Greece,04/04/2020,1673,68,3,39.0742,21.8243
,Guatemala,04/04/2020,61,2,58,15.7835,-90.2308
,Guinea,04/04/2020,111,0,396,9.9456,-9.6966
,Guyana,04/04/2020,23,4,229,5,-58.75
,Haiti,04/04/2020,20,0,150,18.9712,-72.2852
,Holy See,04/04/2020,7,0,19736,41.9029,12.4534
,Honduras,04/04/2020,264,15,259,15.2,-86.2419
,Hungary,04/04/2020,678,32,25,47.1625,19.5033
,Iceland,04/04/2020,1417,4,427,64.9631,-19.0208
,India,04/04/2020,3082,86,20996,21,78
,Indonesia,04/04/2020,2092,191,7,-0.7893,113.9213
,Iran,04/04/2020,55743,3452,514,32,53
,Iraq,04/04/2020,878,56,74,33,44
,Ireland,04/04/2020,4604,137,36,53.1424,-7.6921
,Israel,04/04/2020,7851,44,4,31,35
,Italy,04/04/2020,124632,15362,6325,43,12
,Jamaica,04/04/2020,53,3,93,18.1096,-77.2975
,Japan,04/04/2020,3139,77,9,36,138
,Jordan,04/04/2020,323,5,1,31.24,36.51
,Kazakhstan,04/04/2020,531,5,54,48.0196,66.9237
,Kenya,04/04/2020,126,4,3,-0.0236,37.9062
,"Korea, South",04/04/2020,10156,177,0,36,128
,Kuwait,04/04/2020,479,1,0,29.5,47.75
,Kyrgyzstan,04/04/2020,144,1,7,41.2044,74.7661
,Latvia,04/04/2020,509,1,500,56.8796,24.6032
,Lebanon,04/04/2020,520,17,0,33.8547,35.8623
,Liberia,04/04/2020,10,1,915,6.4281,-9.4295
,Liechtenstein,04/04/2020,77,1,13,47.14,9.55
,Lithuania,04/04/2020,771,11,1,55.1694,23.8813
,Luxembourg,04/04/2020,2729,31,2,49.8153,6.1296
,Madagascar,04/04/2020,70,0,2,-18.7669,46.8691
,Malaysia,04/04/2020,3483,57,7,2.5,112.5
,Maldives,04/04/2020,19,0,633,3.2028,73.2207
,Malta,04/04/2020,213,0,29,35.9375,14.3754
,Mauritania,04/04/2020,6,1,3,21.0079,10.9408
,Mauritius,04/04/2020,196,7,2,-20.2,57.5
,Mexico,04/04/2020,1688,60,1,23.6345,-102.5528
,Moldova,04/04/2020,752,12,66,47.4116,28.3699
,Monaco,04/04/2020,66,1,1,43.7333,7.4167
,Mongolia,04/04/2020,14,0,3,46.8625,103.8467
,Montenegro,04/04/2020,201,2,1,42.5,19.3
,Morocco,04/04/2020,919,59,1,31.7917,-7.0926
,Namibia,04/04/2020,14,0,5,-22.9576,18.4904
,Nepal,04/04/2020,9,0,6,28.1667,84.25
Aruba,Netherlands,04/04/2020,64,0,250,12.5186,-70.0358
Curacao,Netherlands,04/04/2020,11,1,127,12.1696,-68.99
Sint Maarten,Netherlands,04/04/2020,23,4,0,18.0425,-63.0548
,Netherlands,04/04/2020,16627,1651,0,52.1326,5.2913
,New Zealand,04/04/2020,950,1,25,-40.9006,174.886
,Nicaragua,04/04/2020,5,1,20,12.8654,-85.2072
,Niger,04/04/2020,144,8,32,17.6078,8.0817
,Nigeria,04/04/2020,214,4,61,9.082,8.6753
,North Macedonia,04/04/2020,483,17,131,41.6086,21.7453
,Norway,04/04/2020,5550,62,13,60.472,8.4689
,Oman,04/04/2020,277,2,0,21,57
,Pakistan,04/04/2020,2818,41,12,30.3753,69.3451
,Panama,04/04/2020,1673,41,914,8.538,-80.7821
,Papua New Guinea,04/04/2020,1,0,57,-6.315,143.9555
,Paraguay,04/04/2020,96,3,116,-23.4425,-58.4438
,Peru,04/04/2020,1746,73,75,-9.19,-75.0152
,Philippines,04/04/2020,3094,144,109,13,122
,Poland,04/04/2020,3627,79,329,51.9194,19.1451
,Portugal,04/04/2020,10524,266,333,39.3999,-8.2245
,Qatar,04/04/2020,1325,3,0,25.3548,51.1839
,Romania,04/04/2020,3613,146,0,45.9432,24.9668
,Russia,04/04/2020,4731,43,1,60,90
,Rwanda,04/04/2020,102,0,1,-1.9403,29.8739
,Saint Lucia,04/04/2020,14,0,27,13.9094,-60.9789
,Saint Vincent and the Grenadines,04/04/2020,7,0,420,12.9843,-61.2872
,San Marino,04/04/2020,259,32,72,43.9424,12.4578
,Saudi Arabia,04/04/2020,2179,29,0,24,45
,Senegal,04/04/2020,219,2,0,14.4974,-14.4524
,Serbia,04/04/2020,1624,44,297,44.0165,21.0059
,Seychelles,04/04/2020,10,0,10,-4.6796,55.492
,Singapore,04/04/2020,1189,6,79,1.2833,103.8333
,Slovakia,04/04/2020,471,1,1,48.669,19.699
,Slovenia,04/04/2020,977,22,95,46.1512,14.9955
,Somalia,04/04/2020,7,0,34219,5.1521,46.1996
,South Africa,04/04/2020,1585,9,27,-30.5595,22.9375
,Spain,04/04/2020,126168,11947,2,40,-4
,Sri Lanka,04/04/2020,166,5,0,7,81
,Sudan,04/04/2020,10,2,205,12.8628,30.2176
,Suriname,04/04/2020,10,1,6415,3.9193,-56.0278
,Sweden,04/04/2020,6443,373,2,63,16
,Switzerland,04/04/2020,20505,666,50,46.8182,8.2275
,Taiwan*,04/04/2020,355,5,3,23.7,121
,Tanzania,04/04/2020,20,1,674,-6.369,34.8888
,Thailand,04/04/2020,2067,20,0,15,101
,Togo,04/04/2020,41,3,17,8.6195,0.8248
,Trinidad and Tobago,04/04/2020,103,6,1,10.6918,-61.2225
,Tunisia,04/04/2020,553,18,5,34,9
,Turkey,04/04/2020,23934,501,786,38.9637,35.2433
,Uganda,04/04/2020,48,0,0,1,32
,Ukraine,04/04/2020,1225,32,25,48.3794,31.1656
,United Arab Emirates,04/04/2020,1505,10,125,24,54
Bermuda,United Kingdom,04/04/2020,35,0,14,32.3078,-64.7505
Cayman Islands,United Kingdom,04/04/2020,35,1,1,19.3133,-81.2546
Channel Islands,United Kingdom,04/04/2020,262,5,13,49.3723,-2.3644
Gibraltar,United Kingdom,04/04/2020,98,0,52,36.1408,-5.3536
Isle of Man,United Kingdom,04/04/2020,126,1,0,54.2361,-4.5481
Montserrat,United Kingdom,04/04/2020,6,0,0,16.7425,-62.1874
,United Kingdom,04/04/2020,41903,4313,135,55.3781,-3.436
,Uruguay,04/04/2020,400,5,93,-32.5228,-55.7658
,US,04/04/2020,308850,8407,14652,37.0902,-95.7129
,Uzbekistan,04/04/2020,266,2,25,41.3775,64.5853
,Venezuela,04/04/2020,155,7,52,6.4238,-66.5897
,Vietnam,04/04/2020,240,0,90,16,108
,Zambia,04/04/2020,39,1,2,-15.4167,28.2833
,Zimbabwe,04/04/2020,9,1,0,-20,30
Diamond Princess,Canada,04/04/2020,0,1,21,0,0
,Dominica,04/04/2020,14,0,0,15.415,-61.371
,Grenada,04/04/2020,12,0,16,12.1165,-61.679
,Mozambique,04/04/2020,10,0,0,-18.665695,35.529562
,Syria,04/04/2020,16,2,0,34.802075,38.996815
,Timor-Leste,04/04/2020,1,0,0,-8.874217,125.727539
,Belize,04/04/2020,4,0,0,13.1939,-59.5432
Recovered,Canada,04/04/2020,0,0,0,0,0
,Laos,04/04/2020,10,0,0,19.85627,102.495496
,Libya,04/04/2020,18,1,0,26.3351,17.228331
,West Bank and Gaza,04/04/2020,217,1,0,31.9522,35.2332
,Guinea-Bissau,04/04/2020,18,0,0,11.8037,-15.1804
,Mali,04/04/2020,41,3,0,17.570692,-3.996166
,Saint Kitts and Nevis,04/04/2020,9,0,0,17.357822,-62.782998
Northwest Territories,Canada,04/04/2020,4,0,0,64.8255,-124.8457
Yukon,Canada,04/04/2020,6,0,0,64.2823,-135
,Kosovo,04/04/2020,135,1,0,42.602636,20.902977
,Burma,04/04/2020,21,1,,21.9162,95.956
Anguilla,United Kingdom,04/04/2020,3,0,,18.2206,-63.0686
British Virgin Islands,United Kingdom,04/04/2020,3,0,,18.4207,-64.64
Turks and Caicos Islands,United Kingdom,04/04/2020,5,0,,21.694,-71.7979
,MS Zaandam,04/04/2020,9,2,,0,0
,Botswana,04/04/2020,4,1,,-22.3285,24.6849
,Burundi,04/04/2020,3,0,,-3.3731,29.9189
,Sierra Leone,04/04/2020,4,0,,8.460555,-11.779889
"Bonaire, Sint Eustatius and Saba",Netherlands,04/04/2020,2,0,,12.1784,-68.2385
,Malawi,04/04/2020,4,0,,-13.254308,34.301525
Falkland Islands (Islas Malvinas),United Kingdom,04/04/2020,1,0,,-51.7963,-59.5236
Saint Pierre and Miquelon,France,04/04/2020,0,0,,46.8852,-56.3159
,South Sudan,04/04/2020,0,0,,6.877,31.307
,Western Sahara,04/04/2020,0,0,,24.2155,-12.8858
